uid,group,join_dt,device,id,country,gender,uid,dt,device,spent
1041508,A,2023-01-25,I,1041508,CAN,M,,,,
1041509,B,2023-01-31,A,1041509,DEU,F,,,,
1041510,A,2023-01-25,I,1041510,GBR,F,,,,
1041511,A,2023-01-26,I,1041511,BRA,F,,,,
1041512,A,2023-01-28,I,1041512,USA,F,,,,
1041513,A,2023-01-26,A,1041513,USA,,,,,
1041514,B,2023-01-26,A,1041514,USA,F,,,,
1041515,B,2023-01-27,I,1041515,USA,M,,,,
1041516,A,2023-01-27,I,1041516,USA,M,,,,
1041517,A,2023-01-25,I,1041517,MEX,F,,,,
1041518,B,2023-01-25,I,1041518,TUR,,,,,
1041519,A,2023-01-27,I,1041519,USA,F,,,,
1041520,B,2023-01-27,A,1041520,USA,M,,,,
1041521,A,2023-01-27,A,1041521,TUR,F,,,,
1041522,A,2023-01-25,A,1041522,FRA,,,,,
1041523,B,2023-01-30,I,1041523,MEX,M,,,,
1041524,A,2023-01-27,I,1041524,ESP,F,,,,
1041525,A,2023-01-25,A,1041525,BRA,O,,,,
1041526,A,2023-01-26,A,1041526,BRA,M,,,,
1041527,A,2023-01-31,A,1041527,DEU,,1041527,2023-01-31,A,50.05
1041528,B,2023-01-29,A,1041528,MEX,F,,,,
1041529,B,2023-01-26,A,1041529,USA,M,1041529,2023-01-26,A,79.36
1041530,B,2023-01-28,A,1041530,DEU,M,,,,
1041531,B,2023-01-31,I,1041531,TUR,F,,,,
1041532,A,2023-01-25,A,1041532,USA,M,,,,
1041533,A,2023-01-29,I,1041533,FRA,F,,,,
1041534,A,2023-01-27,A,1041534,CAN,F,,,,
1041536,B,2023-02-02,I,1041536,USA,M,,,,
1041537,A,2023-01-31,A,1041537,BRA,F,,,,
1041538,B,2023-01-30,A,1041538,FRA,F,,,,
1041539,B,2023-01-31,I,1041539,CAN,F,,,,
1041540,B,2023-01-28,A,1041540,USA,,,,,
1041541,A,2023-01-30,A,1041541,DEU,F,,,,
1041542,A,2023-01-30,A,1041542,BRA,M,,,,
1041543,B,2023-01-29,I,1041543,GBR,F,,,,
1041544,B,2023-01-29,A,1041544,USA,M,,,,
1041545,A,2023-01-27,A,1041545,BRA,M,,,,
1041546,B,2023-01-28,I,1041546,USA,,,,,
1041547,B,2023-02-02,A,1041547,USA,M,,,,
1041548,A,2023-01-25,I,1041548,TUR,M,,,,
1041549,B,2023-01-25,I,1041549,USA,,,,,
1041550,B,2023-01-28,A,1041550,CAN,M,,,,
1041551,B,2023-01-28,A,1041551,MEX,F,,,,
1041552,A,2023-01-29,I,1041552,GBR,M,,,,
1041553,A,2023-01-25,A,1041553,USA,F,,,,
1041554,A,2023-02-02,I,1041554,BRA,F,,,,
1041555,B,2023-01-28,A,1041555,ESP,M,,,,
1041556,B,2023-01-28,A,1041556,USA,M,,,,
1041557,A,2023-02-01,A,1041557,FRA,M,,,,
1041558,B,2023-01-25,A,1041558,GBR,M,,,,
1041559,B,2023-02-02,I,1041559,CAN,F,,,,
1041560,A,2023-01-25,A,1041560,ESP,F,,,,
1041561,A,2023-01-27,A,1041561,USA,M,,,,
1041562,B,2023-02-02,A,1041562,TUR,F,,,,
1041563,A,2023-01-26,A,1041563,MEX,M,,,,
1041564,B,2023-01-25,A,1041564,USA,,,,,
1041565,B,2023-01-25,I,1041565,MEX,M,,,,
1041566,A,2023-02-01,I,1041566,CAN,O,,,,
1041567,A,2023-01-29,I,1041567,BRA,F,,,,
1041568,B,2023-01-30,I,1041568,BRA,F,1041568,2023-01-31,I,50.7
1041569,B,2023-02-02,A,1041569,USA,M,,,,
1041570,B,2023-01-27,A,1041570,BRA,M,,,,
1041571,B,2023-01-27,I,1041571,USA,F,,,,
1041572,A,2023-01-27,A,1041572,BRA,,,,,
1041573,B,2023-01-27,A,1041573,GBR,O,,,,
1041574,A,2023-01-25,A,1041574,MEX,F,,,,
1041575,A,2023-01-25,A,1041575,BRA,M,,,,
1041576,B,2023-01-26,I,1041576,USA,F,,,,
1041577,B,2023-01-26,A,1041577,BRA,M,,,,
1041578,B,2023-01-29,A,1041578,BRA,M,,,,
1041579,B,2023-01-26,A,1041579,BRA,M,,,,
1041580,A,2023-01-25,A,1041580,DEU,F,,,,
1041581,A,2023-01-25,A,1041581,BRA,F,,,,
1041582,A,2023-01-26,I,1041582,USA,F,,,,
1041583,B,2023-01-28,I,1041583,ESP,,1041583,2023-02-02,I,72.83
1041584,B,2023-01-29,I,1041584,USA,M,,,,
1041585,B,2023-01-26,A,1041585,USA,F,,,,
1041586,A,2023-01-25,I,1041586,GBR,M,,,,
1041587,A,2023-02-02,A,1041587,BRA,O,,,,
1041588,B,2023-01-28,A,1041588,MEX,M,,,,
1041589,B,2023-01-31,A,1041589,USA,,,,,
1041590,A,2023-02-03,I,1041590,GBR,,,,,
1041591,B,2023-01-27,A,1041591,GBR,,,,,
1041592,B,2023-01-31,A,1041592,USA,F,,,,
1041593,A,2023-01-26,I,1041593,MEX,M,,,,
1041594,B,2023-01-27,A,1041594,USA,F,,,,
1041595,B,2023-01-30,I,1041595,USA,,,,,
1041596,A,2023-02-05,I,1041596,AUS,,,,,
1041597,A,2023-01-26,I,1041597,USA,M,,,,
1041598,A,2023-02-02,A,1041598,USA,F,,,,
1041599,B,2023-01-28,A,1041599,ESP,M,,,,
1041600,A,2023-02-04,I,1041600,USA,M,,,,
1041601,B,2023-01-26,A,1041601,GBR,F,,,,
1041602,A,2023-01-31,A,1041602,,,,,,
1041603,B,2023-01-25,A,1041603,DEU,F,,,,
1041604,A,2023-02-05,I,1041604,DEU,M,,,,
1041605,B,2023-01-31,A,1041605,USA,,,,,
1041606,A,2023-01-25,I,1041606,AUS,M,,,,
1041607,A,2023-01-25,A,1041607,TUR,F,,,,
1041608,B,2023-01-27,I,1041608,USA,F,,,,
1041609,B,2023-02-04,A,1041609,DEU,M,,,,
1041610,B,2023-01-27,I,1041610,MEX,M,,,,
1041611,A,2023-01-29,A,1041611,BRA,M,,,,
1041612,A,2023-01-25,I,1041612,USA,F,,,,
1041613,B,2023-01-25,I,1041613,TUR,M,,,,
1041614,B,2023-01-27,I,1041614,MEX,F,,,,
1041615,A,2023-01-25,I,1041615,ESP,M,,,,
1041616,A,2023-01-25,A,1041616,BRA,F,,,,
1041617,B,2023-02-06,I,1041617,AUS,O,1041617,2023-02-06,I,123.55
1041618,B,2023-01-25,A,1041618,USA,F,,,,
1041619,A,2023-01-25,A,1041619,USA,F,,,,
1041620,A,2023-01-25,A,1041620,TUR,F,,,,
1041621,A,2023-01-25,I,1041621,BRA,,,,,
1041622,B,2023-02-04,A,1041622,BRA,M,,,,
1041623,B,2023-01-26,I,1041623,MEX,F,,,,
1041624,A,2023-02-06,I,1041624,MEX,M,,,,
1041625,A,2023-01-31,A,1041625,GBR,O,,,,
1041626,A,2023-02-03,A,1041626,BRA,F,,,,
1041627,B,2023-01-27,A,1041627,USA,M,,,,
1041628,B,2023-02-05,A,1041628,USA,F,,,,
1041629,A,2023-01-25,I,1041629,MEX,F,,,,
1041630,B,2023-01-28,I,1041630,GBR,F,,,,
1041631,A,2023-01-29,I,1041631,BRA,M,,,,
1041632,A,2023-01-29,A,1041632,CAN,,,,,
1041633,B,2023-02-04,A,1041633,MEX,M,,,,
1041634,A,2023-02-05,A,1041634,DEU,F,,,,
1041635,A,2023-01-26,A,1041635,USA,M,,,,
1041636,B,2023-02-04,I,1041636,MEX,M,,,,
1041637,B,2023-01-25,A,1041637,CAN,M,,,,
1041638,A,2023-02-05,A,1041638,FRA,M,,,,
1041639,B,2023-01-28,I,1041639,USA,F,,,,
1041640,A,2023-01-25,A,1041640,GBR,F,,,,
1041641,B,2023-02-02,I,1041641,CAN,M,,,,
1041642,A,2023-01-25,I,1041642,USA,M,,,,
1041643,A,2023-01-29,I,1041643,MEX,F,,,,
1041644,B,2023-01-29,I,1041644,GBR,F,,,,
1041645,B,2023-01-28,A,1041645,BRA,M,,,,
1041646,A,2023-01-26,A,1041646,BRA,M,,,,
1041647,A,2023-02-02,I,1041647,MEX,M,,,,
1041648,A,2023-01-25,A,1041648,BRA,M,,,,
1041649,A,2023-01-26,I,1041649,TUR,,,,,
1041650,A,2023-01-25,A,1041650,GBR,F,,,,
1041651,B,2023-01-25,A,1041651,GBR,O,,,,
1041652,B,2023-02-06,A,1041652,FRA,F,,,,
1041653,B,2023-01-27,I,1041653,DEU,F,,,,
1041654,B,2023-01-27,A,1041654,USA,,,,,
1041655,A,2023-01-29,I,1041655,ESP,M,,,,
1041656,B,2023-02-06,I,1041656,USA,F,,,,
1041657,B,2023-01-28,I,1041657,BRA,F,,,,
1041658,B,2023-01-25,A,1041658,USA,M,,,,
1041660,B,2023-01-30,A,1041660,MEX,,,,,
1041661,B,2023-02-01,A,1041661,MEX,F,,,,
1041662,B,2023-01-26,A,1041662,FRA,M,,,,
1041664,A,2023-01-31,A,1041664,USA,M,,,,
1041665,A,2023-01-26,A,1041665,USA,F,,,,
1041666,B,2023-01-28,A,1041666,TUR,F,,,,
1041667,B,2023-01-27,A,1041667,MEX,M,,,,
1041668,B,2023-01-26,A,1041668,USA,M,,,,
1041669,A,2023-01-25,I,1041669,BRA,M,,,,
1041670,A,2023-01-28,I,1041670,BRA,F,,,,
1041671,B,2023-01-30,A,1041671,BRA,F,,,,
1041672,B,2023-01-25,I,1041672,ESP,M,,,,
1041673,B,2023-01-29,A,1041673,USA,M,,,,
1041674,A,2023-01-30,I,1041674,BRA,M,,,,
1041675,B,2023-01-26,I,1041675,FRA,M,,,,
1041676,A,2023-01-28,A,1041676,BRA,,,,,
1041677,A,2023-01-26,I,1041677,DEU,M,,,,
1041678,A,2023-02-02,I,1041678,ESP,M,,,,
1041679,B,2023-01-27,I,1041679,BRA,M,,,,
1041680,A,2023-01-26,A,1041680,USA,F,,,,
1041681,A,2023-01-25,I,1041681,TUR,M,,,,
1041682,A,2023-01-25,I,1041682,MEX,,,,,
1041683,A,2023-02-05,I,1041683,DEU,M,,,,
1041684,A,2023-01-31,I,1041684,USA,F,,,,
1041685,B,2023-01-30,A,1041685,USA,F,,,,
1041686,A,2023-01-30,A,1041686,USA,M,,,,
1041687,B,2023-02-02,I,1041687,TUR,F,,,,
1041688,A,2023-01-29,A,1041688,DEU,,,,,
1041689,B,2023-01-25,A,1041689,ESP,M,,,,
1041690,B,2023-01-27,A,1041690,FRA,O,,,,
1041691,B,2023-01-27,A,1041691,TUR,,,,,
1041692,A,2023-02-06,,1041692,ESP,M,,,,
1041693,A,2023-01-25,I,1041693,BRA,F,,,,
1041695,A,2023-01-30,I,1041695,GBR,,,,,
1041696,A,2023-01-26,A,1041696,BRA,M,,,,
1041697,A,2023-01-27,A,1041697,TUR,F,,,,
1041698,B,2023-01-29,I,1041698,BRA,M,,,,
1041699,A,2023-02-01,I,1041699,DEU,F,,,,
1041700,B,2023-01-26,I,1041700,MEX,,,,,
1041701,B,2023-01-25,I,1041701,USA,M,,,,
1041702,A,2023-01-25,I,1041702,GBR,F,,,,
1041703,B,2023-02-01,I,1041703,GBR,F,,,,
1041704,A,2023-01-26,A,1041704,AUS,F,,,,
1041705,B,2023-02-06,I,1041705,MEX,M,,,,
1041706,B,2023-01-29,A,1041706,USA,F,,,,
1041707,A,2023-01-26,A,1041707,MEX,M,,,,
1041708,B,2023-01-27,I,1041708,BRA,,,,,
1041709,B,2023-02-02,I,1041709,ESP,M,,,,
1041710,A,2023-01-27,A,1041710,USA,F,,,,
1041711,B,2023-01-25,A,1041711,MEX,M,,,,
1041712,B,2023-02-01,A,1041712,,,,,,
1041713,B,2023-01-25,I,1041713,CAN,M,,,,
1041714,A,2023-01-29,I,1041714,TUR,F,,,,
1041715,A,2023-02-02,A,1041715,TUR,F,,,,
1041716,B,2023-01-25,I,1041716,FRA,F,,,,
1041718,A,2023-02-04,A,1041718,MEX,,,,,
1041719,B,2023-01-29,I,1041719,BRA,F,,,,
1041720,B,2023-01-25,A,1041720,BRA,M,,,,
1041721,A,2023-01-25,I,1041721,BRA,,,,,
1041722,A,2023-01-27,A,1041722,MEX,M,,,,
1041724,B,2023-01-25,A,1041724,FRA,M,,,,
1041725,A,2023-01-26,A,1041725,USA,F,,,,
1041726,B,2023-01-26,I,1041726,AUS,F,,,,
1041727,A,2023-01-31,A,1041727,USA,,,,,
1041728,A,2023-02-06,A,1041728,USA,M,,,,
1041730,B,2023-02-03,A,1041730,USA,F,,,,
1041731,A,2023-01-29,A,1041731,MEX,,,,,
1041732,A,2023-02-02,I,1041732,CAN,M,,,,
1041733,B,2023-01-26,I,1041733,TUR,M,,,,
1041735,B,2023-01-29,I,1041735,BRA,M,,,,
1041736,A,2023-01-25,I,1041736,USA,F,,,,
1041737,B,2023-01-31,A,1041737,USA,M,,,,
1041738,B,2023-01-26,I,1041738,BRA,M,,,,
1041739,A,2023-02-03,A,1041739,GBR,M,,,,
1041740,B,2023-01-25,I,1041740,USA,M,,,,
1041741,B,2023-01-28,,1041741,DEU,M,,,,
1041742,A,2023-01-26,A,1041742,AUS,M,,,,
1041743,A,2023-01-25,A,1041743,USA,F,,,,
1041744,A,2023-01-27,I,1041744,TUR,F,,,,
1041745,B,2023-01-29,A,1041745,USA,M,,,,
1041746,B,2023-01-30,A,1041746,TUR,,,,,
1041747,B,2023-01-30,A,1041747,USA,M,,,,
1041749,B,2023-01-28,I,1041749,BRA,,,,,
1041750,B,2023-01-28,A,1041750,MEX,F,,,,
1041751,B,2023-01-26,A,1041751,BRA,M,,,,
1041752,A,2023-02-05,A,1041752,ESP,M,,,,
1041753,B,2023-01-31,I,1041753,GBR,M,,,,
1041754,A,2023-02-06,I,1041754,TUR,M,,,,
1041755,A,2023-01-26,A,1041755,USA,,,,,
1041756,A,2023-01-25,I,1041756,MEX,M,,,,
1041757,A,2023-01-25,I,1041757,MEX,M,,,,
1041758,B,2023-01-30,A,1041758,GBR,F,,,,
1041759,B,2023-02-05,I,1041759,TUR,,,,,
1041760,A,2023-02-01,A,1041760,USA,M,,,,
1041761,A,2023-01-26,I,1041761,MEX,M,,,,
1041762,B,2023-01-27,A,1041762,CAN,F,1041762,2023-01-27,A,87.89
1041763,A,2023-01-25,A,1041763,USA,F,,,,
1041764,A,2023-02-03,A,1041764,BRA,M,,,,
1041765,B,2023-01-30,A,1041765,CAN,M,,,,
1041766,B,2023-01-25,A,1041766,DEU,F,,,,
1041767,B,2023-01-25,A,1041767,USA,F,,,,
1041768,A,2023-01-31,A,1041768,ESP,F,,,,
1041769,A,2023-01-25,I,1041769,DEU,F,,,,
1041770,A,2023-02-01,I,1041770,FRA,F,,,,
1041771,B,2023-01-25,A,1041771,TUR,M,,,,
1041772,A,2023-01-28,A,1041772,USA,M,,,,
1041773,A,2023-02-01,I,1041773,FRA,F,,,,
1041774,A,2023-01-25,A,1041774,GBR,M,,,,
1041775,A,2023-01-26,I,1041775,USA,M,,,,
1041776,B,2023-01-27,A,1041776,USA,F,,,,
1041777,B,2023-01-26,A,1041777,AUS,F,,,,
1041778,A,2023-01-26,A,1041778,USA,M,,,,
1041779,A,2023-01-28,A,1041779,USA,M,,,,
1041780,B,2023-02-04,A,1041780,BRA,M,,,,
1041781,A,2023-01-27,A,1041781,FRA,M,,,,
1041782,A,2023-01-31,A,1041782,DEU,M,,,,
1041783,B,2023-01-27,I,1041783,FRA,M,,,,
1041784,A,2023-01-25,A,1041784,MEX,F,,,,
1041785,A,2023-01-31,I,1041785,USA,M,,,,
1041786,A,2023-02-01,A,1041786,DEU,M,,,,
1041787,A,2023-01-26,I,1041787,DEU,F,1041787,2023-01-26,I,1659.4
1041788,B,2023-01-29,I,1041788,BRA,F,,,,
1041789,A,2023-01-27,A,1041789,USA,,,,,
1041790,A,2023-01-27,A,1041790,MEX,M,,,,
1041791,A,2023-02-04,A,1041791,FRA,M,,,,
1041792,B,2023-01-26,A,1041792,FRA,M,,,,
1041793,A,2023-01-28,A,1041793,MEX,,,,,
1041794,A,2023-01-25,I,1041794,MEX,M,,,,
1041795,B,2023-02-04,A,1041795,BRA,M,,,,
1041796,A,2023-01-26,I,1041796,BRA,M,,,,
1041797,B,2023-01-30,I,1041797,DEU,F,,,,
1041798,A,2023-01-29,I,1041798,USA,M,,,,
1041799,B,2023-01-26,A,1041799,USA,M,,,,
1041800,B,2023-01-27,A,1041800,FRA,M,,,,
1041801,B,2023-02-03,A,1041801,,M,,,,
1041802,B,2023-01-25,A,1041802,CAN,F,,,,
1041803,B,2023-02-02,A,1041803,DEU,M,,,,
1041804,A,2023-01-25,I,1041804,FRA,F,,,,
1041805,A,2023-01-28,A,1041805,BRA,M,,,,
1041806,A,2023-01-25,A,1041806,MEX,F,,,,
1041807,B,2023-01-25,A,1041807,USA,F,1041807,2023-01-25,A,18.57
1041808,B,2023-01-28,A,1041808,,F,,,,
1041809,A,2023-01-26,A,1041809,USA,M,,,,
1041810,A,2023-02-02,A,1041810,BRA,M,,,,
1041811,A,2023-01-29,A,1041811,FRA,O,,,,
1041812,A,2023-01-25,A,1041812,,F,,,,
1041813,A,2023-02-02,A,1041813,BRA,,,,,
1041814,B,2023-01-28,A,1041814,USA,,,,,
1041815,B,2023-02-01,A,1041815,DEU,M,,,,
1041816,A,2023-01-28,A,1041816,USA,M,,,,
1041817,B,2023-01-25,A,1041817,USA,M,,,,
1041818,B,2023-01-26,A,1041818,USA,F,,,,
1041819,B,2023-01-25,A,1041819,BRA,F,,,,
1041820,B,2023-01-28,I,1041820,USA,M,,,,
1041821,A,2023-02-05,A,1041821,MEX,,,,,
1041822,A,2023-01-26,I,1041822,MEX,M,,,,
1041823,A,2023-01-25,I,1041823,ESP,F,,,,
1041824,A,2023-01-27,I,1041824,MEX,M,,,,
1041825,A,2023-01-30,A,1041825,BRA,,,,,
1041826,B,2023-01-25,I,1041826,USA,F,,,,
1041827,A,2023-02-03,A,1041827,TUR,M,,,,
1041828,A,2023-01-25,A,1041828,AUS,F,,,,
1041829,B,2023-02-05,A,1041829,USA,M,,,,
1041830,A,2023-02-04,I,1041830,CAN,,,,,
1041831,A,2023-01-29,I,1041831,MEX,O,,,,
1041832,B,2023-01-26,A,1041832,MEX,M,,,,
1041833,B,2023-01-25,A,1041833,USA,F,,,,
1041834,B,2023-01-29,I,1041834,FRA,M,,,,
1041835,A,2023-01-27,A,1041835,USA,O,,,,
1041836,B,2023-01-25,A,1041836,USA,M,,,,
1041837,B,2023-01-25,I,1041837,USA,F,,,,
1041838,A,2023-02-02,I,1041838,BRA,F,1041838,2023-02-05,I,42.079537764559845
1041838,A,2023-02-02,I,1041838,BRA,F,1041838,2023-02-02,I,90.56
1041839,B,2023-01-27,A,1041839,USA,F,,,,
1041840,A,2023-01-27,A,1041840,BRA,M,,,,
1041841,A,2023-01-26,A,1041841,MEX,M,,,,
1041842,A,2023-02-01,I,1041842,BRA,F,,,,
1041843,B,2023-01-27,I,1041843,USA,M,,,,
1041844,B,2023-01-25,A,1041844,DEU,M,,,,
1041845,A,2023-01-25,I,1041845,USA,M,,,,
1041846,A,2023-01-26,A,1041846,BRA,,,,,
1041847,B,2023-01-25,I,1041847,USA,M,,,,
1041848,B,2023-01-26,I,1041848,BRA,M,,,,
1041849,A,2023-02-02,I,1041849,,M,,,,
1041850,B,2023-01-27,I,1041850,AUS,M,,,,
1041851,B,2023-01-26,,1041851,TUR,M,,,,
1041852,A,2023-01-27,A,1041852,CAN,M,,,,
1041853,B,2023-01-30,I,1041853,BRA,F,,,,
1041854,B,2023-01-30,I,1041854,MEX,M,,,,
1041855,A,2023-01-30,A,1041855,MEX,F,,,,
1041856,A,2023-02-03,A,1041856,MEX,M,,,,
1041857,B,2023-01-25,A,1041857,DEU,M,,,,
1041858,A,2023-01-27,I,1041858,MEX,F,,,,
1041859,A,2023-01-28,A,1041859,BRA,F,,,,
1041860,A,2023-01-26,A,1041860,USA,F,,,,
1041861,B,2023-01-26,A,1041861,USA,M,,,,
1041862,B,2023-01-25,A,1041862,TUR,,1041862,2023-01-30,A,31.86
1041863,B,2023-01-31,I,1041863,TUR,M,,,,
1041864,A,2023-02-03,,1041864,USA,M,,,,
1041865,B,2023-01-27,I,1041865,USA,,1041865,2023-01-27,I,125.46
1041866,A,2023-01-25,A,1041866,BRA,M,,,,
1041867,A,2023-01-26,I,1041867,BRA,M,,,,
1041868,B,2023-02-01,A,1041868,BRA,O,,,,
1041869,B,2023-01-28,I,1041869,USA,F,,,,
1041870,B,2023-01-25,A,1041870,MEX,M,,,,
1041871,B,2023-01-25,A,1041871,BRA,F,,,,
1041872,B,2023-01-25,I,1041872,USA,M,,,,
1041873,B,2023-01-26,A,1041873,MEX,M,,,,
1041874,B,2023-01-25,A,1041874,ESP,M,,,,
1041875,B,2023-01-31,A,1041875,MEX,F,,,,
1041876,B,2023-01-31,A,1041876,GBR,F,,,,
1041877,A,2023-02-01,A,1041877,BRA,M,,,,
1041878,A,2023-01-26,A,1041878,BRA,F,,,,
1041879,A,2023-01-30,A,1041879,FRA,F,,,,
1041880,B,2023-01-31,A,1041880,TUR,M,,,,
1041881,A,2023-01-30,A,1041881,GBR,,,,,
1041882,A,2023-02-01,I,1041882,BRA,F,,,,
1041883,A,2023-02-02,A,1041883,CAN,F,,,,
1041884,A,2023-01-25,A,1041884,BRA,M,,,,
1041885,A,2023-01-25,I,1041885,BRA,,,,,
1041886,B,2023-02-01,A,1041886,MEX,M,,,,
1041887,B,2023-01-25,I,1041887,BRA,F,,,,
1041888,A,2023-01-26,I,1041888,MEX,M,,,,
1041889,A,2023-02-02,A,1041889,USA,M,,,,
1041890,B,2023-01-26,A,1041890,BRA,M,,,,
1041891,B,2023-01-29,I,1041891,FRA,F,,,,
1041892,A,2023-02-01,A,1041892,USA,M,1041892,2023-02-01,A,5.56
1041893,A,2023-01-25,I,1041893,USA,F,,,,
1041894,A,2023-01-30,I,1041894,USA,M,,,,
1041895,A,2023-01-25,A,1041895,TUR,O,,,,
1041896,A,2023-01-27,A,1041896,GBR,M,,,,
1041897,A,2023-01-29,A,1041897,MEX,F,,,,
1041898,B,2023-01-25,I,1041898,FRA,F,,,,
1041899,B,2023-01-26,A,1041899,BRA,F,,,,
1041900,A,2023-01-25,A,1041900,USA,M,,,,
1041901,B,2023-01-27,A,1041901,MEX,M,,,,
1041902,B,2023-02-02,I,1041902,MEX,O,,,,
1041903,B,2023-01-28,A,1041903,FRA,F,,,,
1041904,A,2023-01-26,I,1041904,MEX,M,,,,
1041905,B,2023-01-26,I,1041905,USA,M,1041905,2023-01-26,I,29.22
1041906,B,2023-02-03,I,1041906,USA,M,,,,
1041907,A,2023-02-03,A,1041907,MEX,M,,,,
1041908,A,2023-01-25,I,1041908,MEX,F,,,,
1041909,B,2023-01-25,A,1041909,TUR,F,,,,
1041910,A,2023-02-01,I,1041910,CAN,M,,,,
1041911,A,2023-01-26,I,1041911,MEX,F,,,,
1041912,A,2023-01-28,I,1041912,BRA,F,,,,
1041913,A,2023-01-25,A,1041913,BRA,F,,,,
1041914,A,2023-01-27,I,1041914,CAN,M,,,,
1041915,B,2023-01-25,A,1041915,CAN,M,,,,
1041916,B,2023-01-25,I,1041916,USA,M,,,,
1041917,A,2023-01-27,A,1041917,USA,M,,,,
1041918,A,2023-01-29,I,1041918,BRA,M,,,,
1041920,B,2023-01-26,I,1041920,USA,F,,,,
1041921,A,2023-01-27,A,1041921,TUR,F,,,,
1041922,A,2023-01-26,A,1041922,BRA,F,,,,
1041923,A,2023-02-01,I,1041923,USA,M,1041923,2023-02-04,I,38.63
1041924,B,2023-01-25,I,1041924,ESP,,,,,
1041925,B,2023-01-29,A,1041925,DEU,M,,,,
1041926,A,2023-01-26,A,1041926,USA,F,,,,
1041927,B,2023-01-27,A,1041927,USA,M,,,,
1041928,B,2023-01-25,I,1041928,FRA,F,,,,
1041929,A,2023-01-27,A,1041929,BRA,F,,,,
1041930,B,2023-01-26,A,1041930,FRA,M,,,,
1041931,B,2023-01-27,A,1041931,BRA,F,,,,
1041932,A,2023-01-28,A,1041932,USA,M,,,,
1041933,B,2023-02-04,A,1041933,BRA,F,,,,
1041934,A,2023-02-01,I,1041934,USA,F,,,,
1041935,A,2023-01-31,I,1041935,MEX,,,,,
1041936,A,2023-01-28,I,1041936,USA,F,,,,
1041937,A,2023-01-30,A,1041937,GBR,F,,,,
1041938,B,2023-02-01,A,1041938,TUR,M,,,,
1041939,A,2023-01-27,I,1041939,MEX,F,,,,
1041940,B,2023-01-29,A,1041940,USA,M,,,,
1041941,A,2023-01-29,,1041941,USA,M,,,,
1041942,B,2023-01-25,I,1041942,AUS,M,,,,
1041943,A,2023-01-25,I,1041943,CAN,F,,,,
1041944,B,2023-01-27,I,1041944,GBR,M,1041944,2023-01-28,I,23.49
1041945,B,2023-01-26,A,1041945,USA,F,,,,
1041946,A,2023-02-02,A,1041946,,M,,,,
1041947,A,2023-01-25,A,1041947,USA,M,,,,
1041948,A,2023-02-06,A,1041948,MEX,F,,,,
1041949,B,2023-01-25,I,1041949,MEX,,,,,
1041950,A,2023-02-03,A,1041950,USA,,,,,
1041951,B,2023-01-30,,1041951,TUR,F,,,,
1041952,A,2023-02-05,A,1041952,BRA,F,,,,
1041953,B,2023-01-27,I,1041953,,F,,,,
1041954,A,2023-01-25,A,1041954,USA,M,,,,
1041955,A,2023-01-25,A,1041955,BRA,F,,,,
1041956,B,2023-01-25,A,1041956,USA,F,,,,
1041957,B,2023-01-25,I,1041957,ESP,M,,,,
1041958,B,2023-01-25,I,1041958,AUS,F,,,,
1041959,A,2023-02-04,A,1041959,USA,F,,,,
1041960,B,2023-02-01,A,1041960,USA,F,,,,
1041961,A,2023-01-28,I,1041961,ESP,F,,,,
1041962,B,2023-01-27,I,1041962,USA,M,,,,
1041963,A,2023-01-29,A,1041963,USA,M,,,,
1041964,B,2023-01-25,A,1041964,TUR,F,,,,
1041965,B,2023-01-25,I,1041965,BRA,M,,,,
1041966,A,2023-01-28,A,1041966,AUS,M,,,,
1041967,B,2023-01-27,I,1041967,USA,F,,,,
1041968,A,2023-01-28,I,1041968,USA,M,,,,
1041969,B,2023-01-29,A,1041969,FRA,F,,,,
1041970,B,2023-01-29,A,1041970,MEX,F,,,,
1041971,A,2023-02-05,A,1041971,USA,F,,,,
1041972,A,2023-01-29,I,1041972,DEU,F,,,,
1041973,A,2023-01-28,A,1041973,AUS,F,,,,
1041974,A,2023-01-27,A,1041974,USA,F,,,,
1041975,A,2023-01-26,A,1041975,FRA,M,,,,
1041976,A,2023-01-26,A,1041976,BRA,F,,,,
1041977,A,2023-01-26,I,1041977,USA,F,,,,
1041978,B,2023-01-25,A,1041978,BRA,M,,,,
1041979,B,2023-02-03,A,1041979,DEU,F,,,,
1041981,B,2023-01-25,I,1041981,MEX,M,,,,
1041982,B,2023-01-30,A,1041982,TUR,F,,,,
1041983,B,2023-01-25,I,1041983,USA,,,,,
1041984,A,2023-02-03,A,1041984,USA,O,,,,
1041985,A,2023-01-26,A,1041985,USA,F,,,,
1041986,A,2023-01-29,A,1041986,BRA,M,,,,
1041987,B,2023-02-04,A,1041987,ESP,F,,,,
1041988,A,2023-01-30,I,1041988,ESP,,1041988,2023-01-31,I,90.88
1041990,A,2023-02-06,I,1041990,GBR,F,,,,
1041991,B,2023-01-31,A,1041991,USA,M,,,,
1041992,A,2023-01-27,I,1041992,BRA,F,,,,
1041993,A,2023-01-25,A,1041993,ESP,M,,,,
1041994,A,2023-02-02,A,1041994,USA,M,,,,
1041995,B,2023-01-27,A,1041995,USA,M,,,,
1041996,B,2023-01-25,A,1041996,GBR,F,,,,
1041997,B,2023-01-26,I,1041997,FRA,F,,,,
1041998,A,2023-02-06,A,1041998,BRA,F,,,,
1041999,B,2023-01-28,A,1041999,USA,,,,,
